Time,Fz,Mx,My,CoPx,CoPy
0.095000,1069.098545,-23.811981,-70.627003,0.066062,-0.022273
0.096000,1068.293735,-23.812641,-70.402613,0.065902,-0.022290
0.097000,1068.695865,-23.984901,-70.514613,0.065982,-0.022443
0.098000,1069.500125,-24.329421,-70.738613,0.066142,-0.022748
0.099000,1069.500675,-23.984241,-70.739003,0.066142,-0.022426
0.100000,1070.706115,-24.155231,-70.852313,0.066173,-0.022560
0.101000,1072.312525,-24.154801,-70.854433,0.066076,-0.022526
0.102000,1073.115625,-24.155641,-70.855243,0.066028,-0.022510
0.103000,1073.517755,-24.327901,-70.967243,0.066107,-0.022662
0.104000,1074.723535,-24.155821,-71.080443,0.066138,-0.022476
0.105000,1075.124715,-23.982292,-70.969753,0.066011,-0.022307
0.106000,1075.124165,-24.327472,-70.969363,0.066010,-0.022628
0.107000,1075.928975,-24.326812,-71.193753,0.066170,-0.022610
0.108000,1077.535385,-24.326382,-71.195873,0.066073,-0.022576
0.109000,1077.535385,-24.326382,-71.195873,0.066073,-0.022576
0.110000,1077.535385,-24.326382,-71.195873,0.066073,-0.022576
0.111000,1077.132365,-24.842372,-71.083593,0.065993,-0.023063
0.112000,1076.329605,-24.498462,-71.082673,0.066042,-0.022761
0.113000,1075.928425,-24.671992,-71.193363,0.066169,-0.022931
0.114000,1075.525955,-24.842802,-71.081473,0.066090,-0.023098
0.115000,1076.329605,-24.498462,-71.082673,0.066042,-0.022761
0.116000,1075.927265,-24.328312,-70.970173,0.065962,-0.022611
0.117000,1077.132705,-24.499302,-71.083483,0.065993,-0.022745
0.118000,1077.535385,-24.326382,-71.195873,0.066073,-0.022576
0.119000,1077.535385,-24.326382,-71.195873,0.066073,-0.022576
0.120000,1077.937515,-24.498642,-71.307873,0.066152,-0.022727
0.121000,1078.340195,-24.325722,-71.420263,0.066232,-0.022558
0.122000,1078.339035,-23.982042,-71.197073,0.066025,-0.022240
0.123000,1078.742875,-24.152802,-71.532653,0.066311,-0.022390
0.124000,1080.751415,-24.324632,-71.646773,0.066293,-0.022507
0.125000,1081.152385,-24.153212,-71.535583,0.066166,-0.022340
0.126000,1080.749915,-24.324022,-71.423693,0.066087,-0.022507
0.127000,1079.947155,-23.980112,-71.422773,0.066135,-0.022205
0.128000,1079.544475,-24.153032,-71.310383,0.066056,-0.022373
0.129000,1077.938065,-24.153462,-71.308263,0.066152,-0.022407
0.130000,1077.938065,-24.153462,-71.308263,0.066152,-0.022407
0.131000,1077.134965,-24.152622,-71.307453,0.066201,-0.022423
0.132000,1077.537645,-23.979702,-71.419843,0.066281,-0.022254
0.133000,1075.931235,-23.980131,-71.417723,0.066378,-0.022288
0.134000,1077.135515,-23.807441,-71.307843,0.066201,-0.022103
0.135000,1077.135515,-23.807441,-71.307843,0.066201,-0.022103
0.136000,1077.537985,-23.636631,-71.419733,0.066280,-0.021936
0.137000,1076.332755,-23.463531,-71.306923,0.066250,-0.021800
0.138000,1075.930075,-23.636451,-71.194533,0.066170,-0.021968
0.139000,1077.135855,-23.464371,-71.307733,0.066201,-0.021784
0.140000,1077.138725,-23.806551,-71.754503,0.066616,-0.022102
0.141000,1078.343005,-23.633861,-71.644623,0.066440,-0.021917
0.142000,1077.539355,-23.978201,-71.643423,0.066488,-0.022253
0.143000,1076.736595,-23.634291,-71.642503,0.066537,-0.021950
0.144000,1075.931785,-23.634951,-71.418113,0.066378,-0.021967
0.145000,1074.728055,-23.462461,-71.528383,0.066555,-0.021831
0.146000,1073.522275,-23.634541,-71.415183,0.066524,-0.022016
0.147000,1072.717465,-23.635201,-71.190793,0.066365,-0.022033
0.148000,1073.118095,-23.806851,-71.079713,0.066237,-0.022185
0.149000,1073.119255,-24.150531,-71.302903,0.066445,-0.022505
0.150000,1072.720335,-23.977381,-71.637563,0.066781,-0.022352
0.151000,1073.924615,-23.804691,-71.527683,0.066604,-0.022166
0.152000,1074.728875,-24.149211,-71.751683,0.066763,-0.022470
0.153000,1073.924065,-24.149871,-71.527293,0.066604,-0.022488
0.154000,1073.925775,-24.148371,-71.750873,0.066812,-0.022486
0.155000,1073.925775,-24.148371,-71.750873,0.066812,-0.022486
0.156000,1074.727375,-24.148601,-71.528603,0.066555,-0.022470
0.157000,1074.727375,-24.148601,-71.528603,0.066555,-0.022470
0.158000,1075.934525,-24.318091,-71.865493,0.066794,-0.022602
0.159000,1075.130875,-24.662431,-71.864293,0.066842,-0.022939
0.160000,1074.328115,-24.318521,-71.863373,0.066891,-0.022636
0.161000,1073.523305,-24.319181,-71.638983,0.066733,-0.022654
0.162000,1071.916555,-24.662681,-71.636973,0.066831,-0.023008
0.163000,1071.113455,-24.661841,-71.636163,0.066880,-0.023024
0.164000,1069.908015,-24.490851,-71.522853,0.066850,-0.022891
0.165000,1070.310695,-24.317931,-71.635243,0.066929,-0.022720
0.166000,1069.104915,-24.490011,-71.522043,0.066899,-0.022907
0.167000,1070.308645,-24.662501,-71.411773,0.066721,-0.023042
0.168000,1070.711325,-24.489581,-71.524163,0.066801,-0.022872
0.169000,1070.710985,-24.832651,-71.524273,0.066801,-0.023193
0.170000,1069.909385,-24.832421,-71.746543,0.067059,-0.023210
0.171000,1070.710985,-24.832651,-71.524273,0.066801,-0.023193
0.172000,1071.113665,-24.659731,-71.636663,0.066881,-0.023023
0.173000,1071.515795,-24.831991,-71.748663,0.066960,-0.023175
0.174000,1072.720075,-24.659301,-71.638783,0.066782,-0.022988
0.175000,1074.327645,-25.002551,-71.864093,0.066892,-0.023273
0.176000,1073.926675,-25.173971,-71.975283,0.067021,-0.023441
0.177000,1072.719735,-25.002371,-71.638893,0.066782,-0.023307
0.178000,1072.720895,-25.346051,-71.862083,0.066990,-0.023628
0.179000,1071.916085,-25.346711,-71.637693,0.066831,-0.023646
0.180000,1071.112985,-25.345871,-71.636883,0.066881,-0.023663
0.181000,1071.112985,-25.345871,-71.636883,0.066881,-0.023663
0.182000,1071.112645,-25.688941,-71.636993,0.066881,-0.023983
0.183000,1071.112645,-25.688941,-71.636993,0.066881,-0.023983
0.184000,1073.521815,-26.032421,-71.640033,0.066734,-0.024250
0.185000,1073.521815,-26.032421,-71.640033,0.066734,-0.024250
0.186000,1073.924495,-25.859501,-71.752423,0.066813,-0.024079
0.187000,1074.326625,-26.031761,-71.864423,0.066893,-0.024231
0.188000,1074.728965,-26.201911,-71.976923,0.066972,-0.024380
0.189000,1075.131095,-26.374171,-72.088923,0.067051,-0.024531
0.190000,1075.532065,-26.202751,-71.977733,0.066923,-0.024363
0.191000,1078.343915,-26.373311,-72.093163,0.066855,-0.024457
0.192000,1077.941785,-26.201051,-71.981163,0.066776,-0.024307
0.193000,1077.941445,-26.544121,-71.981273,0.066777,-0.024625
0.194000,1076.736005,-26.373131,-71.867963,0.066746,-0.024494
0.195000,1076.736005,-26.373131,-71.867963,0.066746,-0.024494
0.196000,1075.129595,-26.373561,-71.865843,0.066844,-0.024531
0.197000,1073.923815,-26.545641,-71.752643,0.066814,-0.024718
0.198000,1073.923815,-26.545641,-71.752643,0.066814,-0.024718
0.199000,1073.120715,-26.544801,-71.751833,0.066863,-0.024736
0.200000,1073.118665,-26.889371,-71.528363,0.066655,-0.025057
0.201000,1074.324445,-26.717291,-71.641563,0.066685,-0.024869
0.202000,1074.324445,-26.717291,-71.641563,0.066685,-0.024869
0.203000,1073.921765,-26.890211,-71.529173,0.066606,-0.025039
0.204000,1074.324445,-26.717291,-71.641563,0.066685,-0.024869
0.205000,1073.923475,-26.888711,-71.752753,0.066814,-0.025038
0.206000,1074.728285,-26.888051,-71.977143,0.066972,-0.025018
0.207000,1075.531385,-26.888891,-71.977953,0.066923,-0.025001
0.208000,1076.334695,-26.887621,-71.979263,0.066874,-0.024981
0.209000,1075.531595,-26.886781,-71.978453,0.066924,-0.024999
0.210000,1074.728285,-26.888051,-71.977143,0.066972,-0.025018
0.211000,1074.327315,-27.059471,-72.088333,0.067101,-0.025187
0.212000,1072.719405,-27.059291,-71.863133,0.066992,-0.025225
0.213000,1072.316725,-27.232211,-71.750743,0.066912,-0.025396
0.214000,1071.515125,-27.231981,-71.973013,0.067169,-0.025414
0.215000,1071.515125,-27.231981,-71.973013,0.067169,-0.025414
0.216000,1071.513415,-27.233481,-71.749433,0.066961,-0.025416
0.217000,1071.915755,-27.403631,-71.861933,0.067041,-0.025565
0.218000,1073.924635,-27.232391,-71.975943,0.067021,-0.025358
0.219000,1073.525715,-27.059241,-72.310603,0.067358,-0.025206
0.220000,1073.523665,-27.403811,-72.087133,0.067150,-0.025527
0.221000,1074.729105,-27.574801,-72.200443,0.067180,-0.025657
0.222000,1074.326765,-27.404651,-72.087943,0.067101,-0.025509
0.223000,1074.326425,-27.747721,-72.088053,0.067101,-0.025828
0.224000,1076.337015,-27.574981,-72.425643,0.067289,-0.025619
0.225000,1076.338515,-27.575591,-72.648723,0.067496,-0.025620
0.226000,1076.737985,-27.403561,-72.314453,0.067161,-0.025451
0.227000,1075.532205,-27.575641,-72.201253,0.067131,-0.025639
0.228000,1075.131575,-27.403991,-72.312333,0.067259,-0.025489
0.229000,1073.122695,-27.575231,-72.198323,0.067279,-0.025696
0.230000,1072.720015,-27.748151,-72.085933,0.067199,-0.025867
0.231000,1071.917255,-27.404241,-72.085013,0.067249,-0.025566
0.232000,1072.319725,-27.233431,-72.196903,0.067328,-0.025397
0.233000,1071.516625,-27.232591,-72.196093,0.067377,-0.025415
0.234000,1072.319385,-27.576501,-72.197013,0.067328,-0.025717
0.235000,1071.918755,-27.404851,-72.308093,0.067457,-0.025566
0.236000,1071.918755,-27.404851,-72.308093,0.067457,-0.025566
0.237000,1071.516075,-27.577771,-72.195703,0.067377,-0.025737
0.238000,1071.918755,-27.404851,-72.308093,0.067457,-0.025566
0.239000,1072.319175,-27.578611,-72.196513,0.067327,-0.025719
0.240000,1071.918205,-27.750031,-72.307703,0.067456,-0.025888
0.241000,1073.527825,-27.748711,-72.756483,0.067773,-0.025848
0.242000,1072.722465,-28.094551,-72.531703,0.067615,-0.026190
0.243000,1072.722465,-28.094551,-72.531703,0.067615,-0.026190
0.244000,1071.517025,-27.923561,-72.418393,0.067585,-0.026060
0.245000,1070.713715,-27.924831,-72.417083,0.067634,-0.026081
0.246000,1068.704625,-28.098181,-72.302573,0.067654,-0.026292
0.247000,1068.705175,-27.753001,-72.302963,0.067655,-0.025969
0.248000,1069.509435,-28.097521,-72.526963,0.067813,-0.026271
0.249000,1068.706335,-28.096681,-72.526153,0.067864,-0.026290
0.250000,1069.106965,-28.268331,-72.415073,0.067734,-0.026441
0.251000,1069.510595,-28.441201,-72.750153,0.068022,-0.026593
0.252000,1069.911565,-28.269781,-72.638963,0.067892,-0.026423
0.253000,1069.510595,-28.441201,-72.750153,0.068022,-0.026593
0.254000,1070.714325,-28.613691,-72.639883,0.067842,-0.026724
0.255000,1070.715485,-28.957371,-72.863073,0.068051,-0.027045
0.256000,1071.518585,-28.958211,-72.863883,0.068001,-0.027025
0.257000,1071.520635,-28.613641,-73.087353,0.068209,-0.026704
0.258000,1072.326945,-28.613591,-73.534823,0.068575,-0.026684
0.259000,1072.727575,-28.785241,-73.423743,0.068446,-0.026834
0.260000,1071.522135,-28.614251,-73.310433,0.068417,-0.026704
0.261000,1070.720535,-28.614021,-73.532703,0.068676,-0.026724
0.262000,1070.317855,-28.786941,-73.420313,0.068597,-0.026896
0.263000,1069.514205,-29.131281,-73.419113,0.068647,-0.027238
0.264000,1068.709395,-29.131941,-73.194723,0.068489,-0.027259
0.265000,1069.513655,-29.476461,-73.418723,0.068647,-0.027561
0.266000,1069.110975,-29.649381,-73.306333,0.068568,-0.027733
0.267000,1069.915785,-29.648721,-73.530723,0.068726,-0.027711
0.268000,1071.121565,-29.476641,-73.643923,0.068754,-0.027519
0.269000,1071.523695,-29.648901,-73.755923,0.068833,-0.027670
0.270000,1071.122175,-30.165501,-73.866723,0.068962,-0.028163
0.271000,1072.728585,-30.165071,-73.868843,0.068861,-0.028120
0.272000,1072.728585,-30.165071,-73.868843,0.068861,-0.028120
0.273000,1072.728585,-30.165071,-73.868843,0.068861,-0.028120
0.274000,1073.935525,-30.336671,-74.205233,0.069097,-0.028248
0.275000,1075.140965,-30.507661,-74.318543,0.069124,-0.028375
0.276000,1075.543095,-30.679921,-74.430543,0.069203,-0.028525
0.277000,1075.140415,-30.852841,-74.318153,0.069124,-0.028697
0.278000,1075.140075,-31.195911,-74.318263,0.069124,-0.029016
0.279000,1074.337315,-30.852001,-74.317343,0.069175,-0.028717
0.280000,1073.535165,-31.196951,-74.539223,0.069433,-0.029060
0.281000,1074.338265,-31.197791,-74.540033,0.069382,-0.029039
0.282000,1074.740395,-31.370051,-74.652033,0.069461,-0.029188
0.283000,1074.740395,-31.370051,-74.652033,0.069461,-0.029188
0.284000,1076.346255,-31.714801,-74.653763,0.069359,-0.029465
0.285000,1078.355005,-31.884521,-74.768383,0.069336,-0.029568
0.286000,1078.757135,-32.056781,-74.880383,0.069414,-0.029716
0.287000,1078.357665,-32.228811,-75.214653,0.069749,-0.029887
0.288000,1079.159265,-32.229041,-74.992383,0.069491,-0.029865
0.289000,1079.964075,-32.228381,-75.216773,0.069647,-0.029842
0.290000,1080.767725,-31.884041,-75.217973,0.069597,-0.029501
0.291000,1081.974665,-32.055641,-75.554363,0.069830,-0.029627
0.292000,1082.376795,-32.227901,-75.666363,0.069908,-0.029775
0.293000,1082.376795,-32.227901,-75.666363,0.069908,-0.029775
0.294000,1081.974115,-32.400821,-75.553973,0.069830,-0.029946
0.295000,1081.975825,-32.399321,-75.777553,0.070036,-0.029945
0.296000,1080.770045,-32.571401,-75.664353,0.070010,-0.030137
0.297000,1080.768335,-32.572901,-75.440773,0.069803,-0.030139
0.298000,1080.769835,-32.573511,-75.663853,0.070009,-0.030139
0.299000,1081.171625,-33.088841,-75.775963,0.070087,-0.030605
0.300000,1081.173675,-32.744271,-75.999433,0.070293,-0.030286
0.301000,1082.379115,-32.915261,-76.112743,0.070320,-0.030410
0.302000,1083.183375,-33.259781,-76.336743,0.070474,-0.030706
0.303000,1083.986685,-33.258511,-76.338053,0.070423,-0.030682
0.304000,1085.192465,-33.086431,-76.451253,0.070449,-0.030489
0.305000,1085.995225,-33.430341,-76.452173,0.070398,-0.030783
0.306000,1086.398515,-33.946281,-76.787363,0.070681,-0.031247
0.307000,1086.801535,-33.430291,-76.899643,0.070758,-0.030760
0.308000,1088.810075,-33.602121,-77.013763,0.070732,-0.030861
0.309000,1088.811235,-33.945801,-77.236953,0.070937,-0.031177
0.310000,1088.408555,-34.118721,-77.124563,0.070860,-0.031347
0.311000,1087.604295,-33.774201,-76.900563,0.070706,-0.031054
0.312000,1086.401725,-33.945391,-77.234023,0.071092,-0.031246
0.313000,1086.401725,-33.945391,-77.234023,0.071092,-0.031246
0.314000,1085.196285,-33.774401,-77.120713,0.071066,-0.031123
0.315000,1086.000205,-34.461991,-77.344823,0.071220,-0.031733
0.316000,1084.796475,-34.289501,-77.455093,0.071401,-0.031609
0.317000,1086.402885,-34.289071,-77.457213,0.071297,-0.031562
0.318000,1087.207695,-34.288411,-77.681603,0.071451,-0.031538
0.319000,1087.208855,-34.632091,-77.904793,0.071656,-0.031854
0.320000,1087.208855,-34.632091,-77.904793,0.071656,-0.031854
0.321000,1087.610985,-34.804351,-78.016793,0.071732,-0.032001
0.322000,1087.608935,-35.148921,-77.793323,0.071527,-0.032318
0.323000,1087.610985,-34.804351,-78.016793,0.071732,-0.032001
0.324000,1088.013115,-34.976611,-78.128793,0.071809,-0.032147
0.325000,1089.220055,-35.148211,-78.465183,0.072038,-0.032269
0.326000,1087.613645,-35.148641,-78.463063,0.072142,-0.032317
0.327000,1087.213015,-34.976991,-78.574143,0.072271,-0.032171
0.328000,1086.812045,-35.148411,-78.685333,0.072400,-0.032341
0.329000,1084.802955,-35.321761,-78.570823,0.072429,-0.032561
0.330000,1084.401985,-35.493181,-78.682013,0.072558,-0.032731
0.331000,1083.598885,-35.492341,-78.681203,0.072611,-0.032754
0.332000,1083.600385,-35.492951,-78.904283,0.072817,-0.032755
0.333000,1083.199415,-35.664371,-79.015473,0.072946,-0.032925
0.334000,1084.002515,-35.665211,-79.016283,0.072893,-0.032901
0.335000,1084.806985,-36.007621,-79.240783,0.073046,-0.033193
0.336000,1085.210005,-35.491631,-79.353063,0.073122,-0.032705
0.337000,1085.211165,-35.835311,-79.576253,0.073328,-0.033022
0.338000,1084.810535,-35.663661,-79.687333,0.073457,-0.032875
0.339000,1085.613845,-35.662391,-79.688643,0.073404,-0.032850
0.340000,1085.212325,-36.178991,-79.799443,0.073533,-0.033338
0.341000,1086.017685,-35.833151,-80.024223,0.073686,-0.032995
0.342000,1086.418655,-35.661731,-79.913033,0.073556,-0.032825
0.343000,1085.214375,-35.834421,-80.022913,0.073739,-0.033021
0.344000,1083.607625,-36.177921,-80.020903,0.073847,-0.033387
0.345000,1083.206655,-36.349341,-80.132093,0.073977,-0.033557
0.346000,1081.199615,-36.178121,-80.241053,0.074215,-0.033461
0.347000,1079.591495,-36.180051,-80.015353,0.074116,-0.033513
0.348000,1079.591495,-36.180051,-80.015353,0.074116,-0.033513
0.349000,1078.787845,-36.524391,-80.014153,0.074170,-0.033857
0.350000,1078.387215,-36.352741,-80.125233,0.074301,-0.033710
0.351000,1079.193735,-36.350581,-80.573203,0.074661,-0.033683
0.352000,1079.595865,-36.522841,-80.685203,0.074736,-0.033830
0.353000,1078.791055,-36.523501,-80.460813,0.074584,-0.033856
0.354000,1078.389875,-36.697031,-80.571503,0.074715,-0.034029
0.355000,1078.391585,-36.695531,-80.795083,0.074922,-0.034028
0.356000,1077.990955,-36.523881,-80.906163,0.075053,-0.033881
0.357000,1077.992115,-36.867561,-81.129353,0.075260,-0.034200
0.358000,1079.197895,-36.695481,-81.242553,0.075280,-0.034003
0.359000,1077.992115,-36.867561,-81.129353,0.075260,-0.034200
0.360000,1077.993615,-36.868171,-81.352433,0.075467,-0.034201
0.361000,1076.787835,-37.040251,-81.239233,0.075446,-0.034399
0.362000,1075.582055,-37.212331,-81.126033,0.075425,-0.034597
0.363000,1074.780455,-37.212101,-81.348303,0.075688,-0.034623
0.364000,1073.576175,-37.384791,-81.458183,0.075876,-0.034823
0.365000,1073.576175,-37.384791,-81.458183,0.075876,-0.034823
0.366000,1072.772525,-37.729131,-81.456983,0.075931,-0.035170
0.367000,1072.772525,-37.729131,-81.456983,0.075931,-0.035170
0.368000,1073.577335,-37.728471,-81.681373,0.076083,-0.035143
0.369000,1073.979465,-37.900731,-81.793373,0.076159,-0.035290
0.370000,1073.176155,-37.902001,-81.792063,0.076215,-0.035318
0.371000,1073.177315,-38.245681,-82.015253,0.076423,-0.035638
0.372000,1072.776685,-38.074031,-82.126333,0.076555,-0.035491
0.373000,1072.374555,-37.901771,-82.014333,0.076479,-0.035344
0.374000,1073.581495,-38.073371,-82.350723,0.076707,-0.035464
0.375000,1073.982125,-38.245021,-82.239643,0.076574,-0.035610
0.376000,1072.777845,-38.417711,-82.349523,0.076763,-0.035811
0.377000,1072.377215,-38.246061,-82.460603,0.076895,-0.035665
0.378000,1070.770805,-38.246491,-82.458483,0.077009,-0.035719
0.379000,1069.164395,-38.246921,-82.456363,0.077122,-0.035773
0.380000,1068.362795,-38.246691,-82.678633,0.077388,-0.035799
0.381000,1067.960115,-38.419611,-82.566243,0.077312,-0.035975
0.382000,1067.960115,-38.419611,-82.566243,0.077312,-0.035975
0.383000,1066.756385,-38.247121,-82.676513,0.077503,-0.035854
0.384000,1068.764925,-38.418951,-82.790633,0.077464,-0.035947
0.385000,1069.569735,-38.418291,-83.015023,0.077615,-0.035919
0.386000,1070.372835,-38.419131,-83.015833,0.077558,-0.035893
0.387000,1070.774965,-38.591391,-83.127833,0.077633,-0.036041
0.388000,1071.579775,-38.590731,-83.352223,0.077784,-0.036013
0.389000,1072.785555,-38.418651,-83.465423,0.077803,-0.035812
0.390000,1072.384585,-38.590071,-83.576613,0.077935,-0.035985
0.391000,1074.795805,-38.588981,-83.803123,0.077971,-0.035904
0.392000,1075.196775,-38.417561,-83.691933,0.077839,-0.035731
0.393000,1074.795595,-38.591091,-83.802623,0.077971,-0.035906
0.394000,1074.395175,-38.417331,-83.914203,0.078104,-0.035757
0.395000,1074.394625,-38.762511,-83.913813,0.078103,-0.036078
0.396000,1073.992495,-38.590251,-83.801813,0.078028,-0.035932
0.397000,1073.591865,-38.418601,-83.912893,0.078161,-0.035785
0.398000,1073.993995,-38.590861,-84.024893,0.078236,-0.035932
0.399000,1074.396125,-38.763121,-84.136893,0.078311,-0.036079
0.400000,1075.200935,-38.762461,-84.361283,0.078461,-0.036051
0.401000,1076.807345,-38.762031,-84.363403,0.078346,-0.035997
0.402000,1077.210025,-38.589111,-84.475793,0.078421,-0.035823
0.403000,1078.013125,-38.589951,-84.476603,0.078363,-0.035797
0.404000,1078.817935,-38.589291,-84.700993,0.078513,-0.035770
0.405000,1078.816225,-38.590791,-84.477413,0.078306,-0.035771
0.406000,1079.218565,-38.760941,-84.589913,0.078381,-0.035916
0.407000,1080.423795,-38.934041,-84.702723,0.078398,-0.036036
0.408000,1082.432335,-39.105871,-84.816843,0.078358,-0.036128
0.409000,1083.637775,-39.276861,-84.930153,0.078375,-0.036245
