Time,Fz
0.151000,809.162053
0.152000,809.162053
0.153000,809.162053
0.154000,809.562683
0.155000,809.562683
0.156000,809.562683
0.157000,809.562683
0.158000,809.162053
0.159000,809.564733
0.160000,809.965363
0.161000,809.965363
0.162000,809.562683
0.163000,809.161713
0.164000,809.161713
0.165000,808.761083
0.166000,809.161713
0.167000,808.761083
0.168000,809.562683
0.169000,809.160003
0.170000,809.161713
0.171000,809.563843
0.172000,809.562683
0.173000,809.162053
0.174000,809.562683
0.175000,809.161713
0.176000,809.161713
0.177000,808.759033
0.178000,809.161713
0.179000,808.759033
0.180000,808.759033
0.181000,808.356903
0.182000,808.759033
0.183000,808.358403
0.184000,808.759033
0.185000,808.759033
0.186000,807.957433
0.187000,807.957433
0.188000,808.759033
0.189000,808.356353
0.190000,808.357853
0.191000,808.758483
0.192000,808.356353
0.193000,808.356353
0.194000,807.955723
0.195000,808.358403
0.196000,807.957433
0.197000,808.357853
0.198000,808.358403
0.199000,807.955383
0.200000,808.358063
0.201000,808.356353
0.202000,807.553043
0.203000,807.955723
0.204000,807.956883
0.205000,808.357513
0.206000,808.758483
0.207000,808.758483
0.208000,808.758483
0.209000,808.758483
0.210000,808.758483
0.211000,808.758483
0.212000,808.355803
0.213000,808.357513
0.214000,807.955173
0.215000,807.554203
0.216000,807.554203
0.217000,807.554203
0.218000,808.355803
0.219000,808.355803
0.220000,808.357513
0.221000,807.954833
0.222000,808.355803
0.223000,809.160613
0.224000,808.758483
0.225000,808.355803
0.226000,809.160613
0.227000,808.759983
0.228000,808.759983
0.229000,808.757933
0.230000,807.954623
0.231000,808.357303
0.232000,808.757933
0.233000,808.356963
0.234000,808.757933
0.235000,808.757933
0.236000,808.757933
0.237000,809.160063
0.238000,808.757933
0.239000,809.160063
0.240000,809.562743
0.241000,809.562743
0.242000,809.964873
0.243000,809.562193
0.244000,809.561033
0.245000,809.561033
0.246000,809.562193
0.247000,809.562193
0.248000,809.561033
0.249000,809.561033
0.250000,809.562193
0.251000,809.560483
0.252000,809.161223
0.253000,809.161223
0.254000,809.963163
0.255000,809.963163
0.256000,809.562193
0.257000,809.161563
0.258000,809.562193
0.259000,809.562193
0.260000,809.562193
0.261000,809.159513
0.262000,809.964323
0.263000,809.562193
0.264000,809.159513
0.265000,809.159513
0.266000,808.758543
0.267000,808.356413
0.268000,809.161223
0.269000,809.159513
0.270000,809.159513
0.271000,809.561643
0.272000,809.964323
0.273000,810.366453
0.274000,810.366453
0.275000,810.366453
0.276000,810.767083
0.277000,810.767083
0.278000,811.168053
0.279000,810.767423
0.280000,810.364403
0.281000,810.769133
0.282000,811.169553
0.283000,811.169213
0.284000,811.171263
0.285000,811.169213
0.286000,811.571893
0.287000,811.570183
0.288000,812.374993
0.289000,811.974023
0.290000,811.573053
0.291000,811.974023
0.292000,811.974573
0.293000,812.376703
0.294000,811.974023
0.295000,811.571343
0.296000,812.374993
0.297000,811.571343
0.298000,811.170373
0.299000,811.974023
0.300000,811.974023
0.301000,811.571343
0.302000,811.973473
0.303000,811.571343
0.304000,811.170373
0.305000,811.573053
0.306000,811.571343
0.307000,811.974023
0.308000,812.374103
0.309000,812.376153
0.310000,812.376153
0.311000,812.777123
0.312000,811.973473
0.313000,811.572503
0.314000,811.172423
0.315000,811.975183
0.316000,811.572503
0.317000,811.171873
0.318000,811.171873
0.319000,811.572503
0.320000,811.169823
0.321000,811.570793
0.322000,811.570793
0.323000,811.570793
0.324000,811.171873
0.325000,811.171873
0.326000,810.769743
0.327000,810.769193
0.328000,811.572503
0.329000,811.171873
0.330000,811.170163
0.331000,810.366513
0.332000,809.964383
0.333000,809.563413
0.334000,809.563413
0.335000,809.162783
0.336000,809.563413
0.337000,809.964383
0.338000,809.561703
0.339000,809.563753
0.340000,809.563753
0.341000,809.563753
0.342000,809.162783
0.343000,809.162783
0.344000,809.162783
0.345000,809.162783
0.346000,808.760103
0.347000,808.760103
0.348000,808.359473
0.349000,807.556373
0.350000,807.553163
0.351000,807.955293
0.352000,807.554663
0.353000,807.554323
0.354000,806.751563
0.355000,807.554663
0.356000,807.554663
0.357000,807.554663
0.358000,807.153693
0.359000,807.554663
0.360000,806.350933
0.361000,807.154033
0.362000,806.751563
0.363000,806.349223
0.364000,806.349223
0.365000,806.350933
0.366000,806.350933
0.367000,806.349223
0.368000,805.547623
0.369000,806.348883
0.370000,805.948253
0.371000,805.948253
0.372000,805.948253
0.373000,806.349223
0.374000,805.947093
0.375000,806.349223
0.376000,805.948253
0.377000,806.350933
0.378000,806.751903
0.379000,805.949143
0.380000,805.548173
0.381000,805.950303
0.382000,805.948803
0.383000,806.351483
0.384000,805.950303
0.385000,806.751903
0.386000,806.351273
0.387000,806.350933
0.388000,806.351273
0.389000,806.352983
0.390000,807.152533
0.391000,807.154583
0.392000,807.556713
0.393000,806.753953
0.394000,806.753953
0.395000,807.556713
0.396000,807.156083
0.397000,807.557263
0.398000,807.557263
0.399000,807.556713
0.400000,807.556713
0.401000,807.154583
0.402000,807.154583
0.403000,807.556713
0.404000,807.959733
0.405000,807.154583
0.406000,807.557263
0.407000,807.557603
0.408000,807.959733
0.409000,808.360363
0.410000,808.763043
0.411000,808.360363
0.412000,807.557263
0.413000,807.959393
0.414000,807.557263
0.415000,807.557603
0.416000,807.557263
0.417000,807.958233
0.418000,807.154923
0.419000,807.556103
0.420000,806.754503
0.421000,806.754503
0.422000,807.559313
0.423000,807.959943
0.424000,807.961443
0.425000,808.362623
0.426000,807.559863
0.427000,807.559313
0.428000,807.960283
0.429000,807.958783
0.430000,807.559313
0.431000,807.557813
0.432000,807.557813
0.433000,807.557813
0.434000,807.557813
0.435000,807.558153
0.436000,807.959333
0.437000,807.157733
0.438000,807.157733
0.439000,807.558363
0.440000,807.960493
0.441000,807.960493
0.442000,807.961043
0.443000,807.558913
0.444000,807.158283
0.445000,807.558913
0.446000,807.961043
0.447000,807.961043
0.448000,807.558913
0.449000,807.157943
0.450000,807.156233
0.451000,806.755603
0.452000,806.756153
0.453000,807.158283
0.454000,807.158283
0.455000,807.961593
0.456000,808.362563
0.457000,807.559463
0.458000,807.560623
0.459000,807.961593
0.460000,808.764903
0.461000,808.764353
0.462000,807.961253
0.463000,808.363933
0.464000,808.764903
0.465000,808.362773
0.466000,808.764903
0.467000,809.165533
0.468000,809.165533
0.469000,809.166083
0.470000,808.364483
0.471000,808.765113
0.472000,808.763403
0.473000,809.166083
0.474000,809.167793
0.475000,808.765113
0.476000,808.765113
0.477000,809.167243
0.478000,809.168133
0.479000,809.166083
0.480000,808.765113
0.481000,809.167793
0.482000,808.362983
0.483000,808.763953
0.484000,808.765663
0.485000,808.765663
0.486000,808.763953
0.487000,809.166633
0.488000,808.764163
0.489000,809.166293
0.490000,808.764163
0.491000,809.166293
0.492000,809.166633
0.493000,808.765663
0.494000,808.363533
0.495000,808.363533
0.496000,808.764163
0.497000,808.764503
0.498000,807.560433
0.499000,807.961403
0.500000,807.960853
0.501000,808.363533
0.502000,807.961403
0.503000,808.362033
0.504000,807.961403
0.505000,807.961403
0.506000,807.558933
0.507000,807.158303
0.508000,807.158303
0.509000,806.757673
0.510000,807.559273
0.511000,806.754463
0.512000,807.157753
0.513000,806.756173
0.514000,806.756173
0.515000,806.755623
0.516000,805.952863
0.517000,805.952863
0.518000,805.550183
0.519000,805.550733
0.520000,805.150103
0.521000,805.150103
0.522000,805.550733
0.523000,805.552783
0.524000,805.953203
0.525000,805.550523
0.526000,804.747423
0.527000,805.550733
0.528000,805.550183
0.529000,805.549023
0.530000,805.150103
0.531000,804.745923
0.532000,804.747423
0.533000,804.345293
0.534000,803.943773
0.535000,804.346453
0.536000,805.151603
0.537000,805.150103
0.538000,804.747423
0.539000,804.745923
0.540000,805.148053
0.541000,804.747423
0.542000,804.747423
0.543000,804.745713
0.544000,804.344743
0.545000,804.343583
0.546000,804.747763
0.547000,804.747423
0.548000,803.944663
0.549000,803.942953
0.550000,804.345083
0.551000,803.541433
0.552000,804.343033
0.553000,803.539933
0.554000,803.942403
0.555000,805.148393
0.556000,804.746053
0.557000,804.745713
0.558000,804.745713
0.559000,805.149893
0.560000,804.345083
0.561000,803.942403
0.562000,803.942403
0.563000,804.344533
0.564000,803.943903
0.565000,803.541223
0.566000,803.541433
0.567000,803.942403
0.568000,803.541773
0.569000,803.139093
0.570000,803.541773
0.571000,803.139093
0.572000,802.738123
0.573000,803.139093
0.574000,803.138543
0.575000,803.139093
0.576000,803.541223
0.577000,803.541223
0.578000,803.139093
0.579000,802.335993
0.580000,802.334283
0.581000,802.335993
0.582000,802.738123
0.583000,801.532683
0.584000,801.933653
0.585000,802.335783
0.586000,801.532683
0.587000,802.335783
0.588000,802.335783
0.589000,802.335783
0.590000,803.137383
0.591000,802.736413
0.592000,802.736413
0.593000,802.736413
0.594000,802.335443
0.595000,801.931603
0.596000,801.931603
0.597000,802.332233
0.598000,801.933313
0.599000,801.933313
0.600000,801.532683
0.601000,802.335993
0.602000,801.933313
0.603000,801.933313
0.604000,801.933653
0.605000,802.334283
0.606000,802.334283
0.607000,802.734363
0.608000,802.334283
0.609000,801.933313
0.610000,801.933313
0.611000,801.530843
0.612000,801.932973
0.613000,801.933313
0.614000,801.130213
0.615000,800.727533
0.616000,801.128163
0.617000,801.531183
0.618000,801.531183
0.619000,801.529683
0.620000,801.932023
0.621000,801.128713
0.622000,801.530843
0.623000,801.530843
0.624000,801.931813
0.625000,801.933523
0.626000,802.334153
0.627000,802.736833
0.628000,801.933523
0.629000,802.334153
0.630000,801.933183
0.631000,801.531053
0.632000,801.932023
0.633000,801.128373
0.634000,800.727743
0.635000,800.727743
0.636000,801.128923
0.637000,801.531053
0.638000,801.531393
0.639000,801.531393
0.640000,801.531053
0.641000,801.128923
0.642000,801.531603
0.643000,801.531603
0.644000,801.130973
0.645000,800.727953
0.646000,801.130973
0.647000,801.129473
0.648000,801.127423
0.649000,800.727953
0.650000,800.728503
0.651000,800.728503
0.652000,800.726453
0.653000,800.325823
0.654000,801.129473
0.655000,801.129133
0.656000,800.726453
0.657000,800.325823
0.658000,799.924853
0.659000,799.923693
0.660000,800.324323
0.661000,800.324323
0.662000,799.120593
0.663000,799.120593
0.664000,798.719623
0.665000,799.120593
0.666000,798.717573
0.667000,799.521223
0.668000,799.120593
0.669000,798.719963
0.670000,798.720173
0.671000,798.317493
0.672000,798.318993
0.673000,799.121143
0.674000,799.121143
0.675000,799.120803
0.676000,798.720173
0.677000,798.720173
0.678000,798.318043
0.679000,798.718463
0.680000,798.718463
0.681000,798.315993
0.682000,798.315993
0.683000,798.719013
0.684000,797.513233
0.685000,797.112263
0.686000,798.318043
0.687000,798.717513
0.688000,797.915913
0.689000,798.318043
0.690000,798.318593
0.691000,798.719223
0.692000,798.719223
0.693000,798.318593
0.694000,798.316543
0.695000,798.316543
0.696000,797.915913
0.697000,797.112813
0.698000,797.513783
0.699000,798.317433
0.700000,797.513783
0.701000,797.915913
0.702000,797.513783
0.703000,797.515283
0.704000,797.915913
0.705000,797.515283
0.706000,797.915913
0.707000,797.513783
0.708000,798.318593
0.709000,797.915913
0.710000,797.915913
0.711000,797.515833
0.712000,797.514123
0.713000,797.513783
0.714000,797.513783
0.715000,797.113153
0.716000,797.113153
0.717000,797.113703
0.718000,797.514123
0.719000,796.711023
0.720000,797.113493
0.721000,796.708763
0.722000,796.710473
0.723000,796.711023
0.724000,796.708973
0.725000,796.711023
0.726000,796.308343
0.727000,796.308893
0.728000,796.308343
0.729000,795.907713
0.730000,795.507083
0.731000,795.907713
0.732000,795.907713
0.733000,795.102903
0.734000,794.301853
0.735000,794.702273
0.736000,794.702273
0.737000,794.301303
0.738000,794.702273
0.739000,794.702273
0.740000,793.899173
0.741000,794.299803
0.742000,795.102903
0.743000,794.700773
0.744000,793.897463
0.745000,794.300143
0.746000,794.299593
0.747000,793.897123
0.748000,793.094363
0.749000,793.094363
0.750000,793.094363
0.751000,793.496493
0.752000,793.094363
0.753000,792.693733
0.754000,792.691683
0.755000,792.691683
0.756000,792.291053
0.757000,791.890083
0.758000,792.292213
0.759000,792.691683
0.760000,791.890633
0.761000,791.889133
0.762000,792.291053
0.763000,791.487953
0.764000,791.888583
0.765000,791.888583
0.766000,791.888583
0.767000,791.486453
0.768000,791.888583
0.769000,791.085483
0.770000,791.084323
0.771000,791.486453
0.772000,791.486453
0.773000,791.486453
0.774000,791.084323
0.775000,791.085483
0.776000,790.681643
0.777000,790.281013
0.778000,790.683693
0.779000,790.280673
0.780000,790.681643
0.781000,790.280673
0.782000,789.878543
0.783000,789.477913
0.784000,789.878543
0.785000,789.878543
0.786000,788.673103
0.787000,788.673103
0.788000,788.272133
0.789000,788.272133
0.790000,787.869453
0.791000,788.673103
0.792000,788.671603
0.793000,788.673103
0.794000,788.272133
0.795000,787.870003
0.796000,787.467323
0.797000,788.270423
0.798000,787.465613
0.799000,787.064643
0.800000,787.064643
0.801000,787.064853
0.802000,787.064643
0.803000,787.066353
0.804000,787.466773
0.805000,787.064643
0.806000,787.064643
0.807000,786.661963
0.808000,787.064643
0.809000,787.867953
0.810000,788.270083
0.811000,787.465273
0.812000,787.867403
0.813000,787.466773
0.814000,787.464723
0.815000,787.464723
0.816000,787.062593
0.817000,787.464723
0.818000,786.663123
0.819000,786.661623
0.820000,787.064093
0.821000,786.663123
0.822000,786.661413
0.823000,787.063203
0.824000,787.464723
0.825000,787.062043
0.826000,786.662573
0.827000,786.258393
0.828000,786.659363
0.829000,786.659363
0.830000,786.258393
0.831000,786.659363
0.832000,786.659363
0.833000,786.659363
0.834000,786.256683
0.835000,785.453923
0.836000,785.052953
0.837000,785.453923
0.838000,785.856053
0.839000,785.856053
0.840000,785.051243
0.841000,785.453373
0.842000,785.051243
0.843000,784.649723
0.844000,784.249643
0.845000,784.247593
0.846000,784.245883
0.847000,784.246433
0.848000,783.843753
0.849000,784.245883
0.850000,783.843203
0.851000,783.040443
0.852000,783.040443
0.853000,783.040103
0.854000,782.639473
0.855000,783.040443
0.856000,782.637763
0.857000,782.637213
0.858000,782.637213
0.859000,782.635713
0.860000,782.637763
0.861000,783.038183
0.862000,782.637213
0.863000,782.635503
0.864000,783.036133
0.865000,782.635163
0.866000,782.635163
0.867000,782.234533
0.868000,782.232823
0.869000,782.634953
0.870000,782.634953
0.871000,782.232823
0.872000,782.232823
0.873000,781.429513
0.874000,782.232273
0.875000,782.633243
0.876000,782.633243
0.877000,782.231113
0.878000,782.230563
0.879000,782.232273
0.880000,782.632903
0.881000,781.830143
0.882000,781.829593
0.883000,782.230563
0.884000,781.827883
0.885000,781.827883
0.886000,781.023073
0.887000,781.425203
0.888000,781.022523
0.889000,781.425203
0.890000,781.425203
0.891000,780.620393
0.892000,780.620393
0.893000,780.620393
0.894000,780.620393
0.895000,779.817633
0.896000,779.012273
0.897000,779.012273
0.898000,778.610143
0.899000,778.209173
0.900000,778.207463
0.901000,777.804783
0.902000,777.001683
0.903000,776.599553
0.904000,777.402653
0.905000,776.599553
0.906000,776.599003
0.907000,776.999973
0.908000,775.796243
0.909000,775.796243
0.910000,774.590803
0.911000,774.590803
0.912000,774.186623
0.913000,774.588753
0.914000,773.783943
0.915000,773.783603
0.916000,773.382973
0.917000,772.980293
0.918000,772.977083
0.919000,772.979133
0.920000,772.578163
0.921000,772.175483
0.922000,772.578163
0.923000,772.576113
0.924000,771.772803
0.925000,771.772803
0.926000,771.772803
0.927000,771.771303
0.928000,770.967653
0.929000,770.567023
0.930000,770.565313
0.931000,770.162843
0.932000,769.763373
0.933000,769.762213
0.934000,769.359533
0.935000,768.153753
0.936000,767.753123
0.937000,767.350443
0.938000,768.555883
0.939000,767.751073
0.940000,767.348943
0.941000,766.947973
0.942000,766.543793
0.943000,766.545293
0.944000,765.740483
0.945000,765.740483
0.946000,765.339513
0.947000,764.534702
0.948000,764.936833
0.949000,764.534702
0.950000,764.134072
0.951000,763.731392
0.952000,763.731052
0.953000,763.729342
0.954000,763.729342
0.955000,762.927742
0.956000,762.926242
0.957000,763.327212
0.958000,762.926242
0.959000,762.122932
0.960000,762.122932
0.961000,762.121772
0.962000,761.720802
0.963000,761.318122
0.964000,761.318122
0.965000,760.917152
0.966000,759.711712
0.967000,759.710552
0.968000,759.309032
0.969000,759.710002
0.970000,759.307872
0.971000,759.307872
0.972000,759.708502
0.973000,759.708502
0.974000,759.307872
0.975000,758.503062
0.976000,758.102092
0.977000,758.504222
0.978000,758.102092
0.979000,758.102092
0.980000,758.100382
0.981000,756.896652
0.982000,756.896652
0.983000,756.896652
0.984000,756.492472
0.985000,755.689712
0.986000,756.091842
0.987000,756.091842
0.988000,755.288532
0.989000,755.689162
0.990000,755.287032
0.991000,754.886402
0.992000,754.485432
0.993000,753.277942
0.994000,753.678572
0.995000,753.277942
0.996000,752.875812
0.997000,752.475182
0.998000,752.073052
0.999000,751.269402
1.000000,751.269192
1.001000,750.466092
1.002000,750.464042
1.003000,750.464042
1.004000,750.464042
1.005000,750.464042
1.006000,750.061912
1.007000,749.258602
1.008000,749.661282
1.009000,749.260312
1.010000,748.857632
1.011000,748.858182
1.012000,747.652742
1.013000,748.455502
1.014000,748.454342
1.015000,748.454342
1.016000,748.053372
1.017000,747.250062
1.018000,746.445252
1.019000,746.446962
1.020000,746.847932
1.021000,747.248902
1.022000,747.248902
1.023000,746.043122
1.024000,746.445802
1.025000,746.043462
1.026000,746.444092
1.027000,745.240362
1.028000,744.837682
1.029000,744.836522
1.030000,744.433842
1.031000,744.032872
1.032000,743.630742
1.033000,743.630742
1.034000,743.631082
1.035000,743.631082
1.036000,742.024672
1.037000,742.425302
1.038000,742.024672
1.039000,741.624042
1.040000,741.622542
1.041000,741.622542
1.042000,742.022962
1.043000,741.219862
1.044000,741.219862
1.045000,740.817182
1.046000,740.819232
1.047000,741.218152
1.048000,740.817182
1.049000,740.817182
1.050000,741.621992
1.051000,741.621992
1.052000,741.218152
1.053000,741.618782
1.054000,741.219862
1.055000,742.022622
1.056000,741.619942
1.057000,741.619942
1.058000,741.619942
1.059000,742.423592
1.060000,741.619942
1.061000,742.020912
1.062000,742.423592
1.063000,742.020912
1.064000,742.020912
1.065000,741.618782
1.066000,741.620832
1.067000,740.817182
1.068000,741.218152
1.069000,741.218702
1.070000,741.218152
1.071000,741.218152
1.072000,741.619332
1.073000,741.619332
1.074000,740.816572
1.075000,740.816572
1.076000,740.818622
1.077000,740.415942
1.078000,740.013262
1.079000,739.612842
1.080000,739.210712
1.081000,738.808032
1.082000,739.211052
1.083000,738.810082
1.084000,738.808922
1.085000,738.808922
1.086000,738.406242
1.087000,738.004662
1.088000,738.406792
1.089000,738.004662
1.090000,738.004662
1.091000,738.407132
1.092000,738.004662
1.093000,738.005212
1.094000,737.602532
1.095000,737.201902
1.096000,736.799772
1.097000,736.800322
1.098000,736.399692
1.099000,736.398192
1.100000,736.800322
1.101000,736.400242
1.102000,735.595432
1.103000,735.595982
1.104000,735.595982
1.105000,735.596322
1.106000,736.399632
1.107000,735.598032
1.108000,735.596872
1.109000,735.598582
1.110000,735.597422
1.111000,735.998942
1.112000,735.597972
1.113000,735.596812
1.114000,736.401622
1.115000,735.598862
1.116000,735.196732
1.117000,735.597702
1.118000,736.000382
1.119000,736.000382
1.120000,735.598252
1.121000,735.998882
1.122000,735.998882
1.123000,735.196122
1.124000,735.598802
1.125000,735.999432
1.126000,734.793992
1.127000,734.391862
1.128000,733.991232
1.129000,733.991782
1.130000,733.589652
1.131000,732.786892
1.132000,732.785732
1.133000,732.785732
1.134000,731.580842
1.135000,730.779242
1.136000,730.778082
1.137000,730.375952
1.138000,730.375952
1.139000,729.975872
1.140000,729.173112
1.141000,728.770982
1.142000,728.770982
1.143000,729.171952
1.144000,728.771532
1.145000,728.368852
1.146000,727.967062
1.147000,727.967062
1.148000,727.564932
1.149000,727.163962
1.150000,727.162252
1.151000,726.761282
1.152000,726.761282
1.153000,726.761492
1.154000,726.358812
1.155000,726.359152
1.156000,725.956472
1.157000,725.958182
1.158000,725.958182
1.159000,725.956132
1.160000,725.554002
1.161000,725.554002
1.162000,724.349722
1.163000,724.349722
1.164000,724.751242
1.165000,723.947592
1.166000,723.947592
1.167000,723.947592
1.168000,723.544912
1.169000,723.546622
1.170000,723.947592
1.171000,724.348222
1.172000,723.946092
1.173000,723.947252
1.174000,724.750352
1.175000,724.750352
1.176000,725.151532
1.177000,724.750352
1.178000,724.750352
1.179000,724.748852
1.180000,725.150982
1.181000,724.748852
1.182000,725.553662
1.183000,725.553662
1.184000,724.748852
1.185000,725.149482
1.186000,725.553662
1.187000,725.954292
1.188000,725.954292
1.189000,726.356972
1.190000,726.759102
1.191000,727.562412
1.192000,727.562412
1.193000,729.169162
1.194000,729.169162
1.195000,729.571502
1.196000,730.375152
1.197000,730.776122
1.198000,731.179962
1.199000,731.981562
1.200000,732.382192
1.201000,732.784872
1.202000,732.784872
1.203000,733.185502
1.204000,733.988602
1.205000,733.589342
1.206000,733.990312
1.207000,734.793962
1.208000,734.392992
1.209000,734.793622
1.210000,735.194592
1.211000,734.792462
1.212000,735.195142
1.213000,734.794172
1.214000,734.794172
1.215000,734.794172
1.216000,734.392042
1.217000,735.195142
1.218000,734.793012
1.219000,735.597482
1.220000,735.998452
1.221000,736.799712
1.222000,737.604522
1.223000,737.604522
1.224000,737.203552
1.225000,737.604522
1.226000,738.407832
1.227000,737.603022
1.228000,738.405782
1.229000,738.808462
1.230000,738.407492
1.231000,738.808122
1.232000,738.405992
1.233000,738.405992
1.234000,739.208752
1.235000,739.210802
1.236000,738.808672
1.237000,738.809222
1.238000,739.211352
1.239000,739.209302
1.240000,739.611982
1.241000,740.012952
1.242000,740.012612
1.243000,740.012612
1.244000,740.011452
1.245000,740.414132
1.246000,740.013162
1.247000,740.814762
1.248000,740.814762
1.249000,740.814762
1.250000,741.219492
1.251000,741.618962
1.252000,741.216832
1.253000,742.019592
1.254000,741.618962
1.255000,742.021642
1.256000,742.020142
1.257000,742.021032
1.258000,742.020692
1.259000,741.620062
1.260000,741.217592
1.261000,741.620272
1.262000,741.618772
1.263000,741.218142
1.264000,741.617612
1.265000,741.617612
1.266000,741.216982
1.267000,741.617612
1.268000,741.617612
1.269000,741.218692
1.270000,741.621372
1.271000,742.022002
1.272000,742.022002
1.273000,742.422632
1.274000,743.628072
1.275000,743.225392
1.276000,743.227442
1.277000,743.626362
1.278000,743.626362
1.279000,744.028702
1.280000,744.028702
1.281000,744.028702
1.282000,743.626572
1.283000,743.225602
1.284000,744.027202
1.285000,744.429882
1.286000,744.028912
1.287000,744.028912
1.288000,744.832222
1.289000,744.832222
1.290000,746.038002
1.291000,746.038002
1.292000,745.233192
1.293000,745.233192
1.294000,744.831062
1.295000,746.036502
1.296000,745.635532
1.297000,746.036502
1.298000,746.038212
1.299000,745.635532
1.300000,746.839812
1.301000,746.439392
1.302000,746.840022
1.303000,746.840022
1.304000,747.240992
1.305000,747.643462
1.306000,748.045802
1.307000,748.446432
1.308000,748.849112
1.309000,750.054892
1.310000,749.252132
1.311000,749.248582
1.312000,750.053392
1.313000,750.856152
1.314000,750.858202
1.315000,750.455182
1.316000,750.455732
1.317000,750.857862
1.318000,750.857862
1.319000,751.660622
1.320000,752.462772
1.321000,752.462772
1.322000,752.463932
1.323000,753.267582
1.324000,754.070342
1.325000,754.472472
1.326000,754.071842
1.327000,753.669712
1.328000,754.070892
1.329000,753.670262
1.330000,753.670262
1.331000,754.072052
1.332000,754.072052
1.333000,754.070892
1.334000,753.668422
1.335000,754.070552
1.336000,754.873862
1.337000,754.873312
1.338000,754.872152
1.339000,754.872152
1.340000,754.470022
1.341000,754.470022
1.342000,754.872702
1.343000,754.871542
1.344000,754.871542
1.345000,754.470572
1.346000,754.469072
1.347000,754.068442
1.348000,754.471122
1.349000,754.871752
1.350000,754.471122
1.351000,754.068992
1.352000,754.068992
1.353000,754.067832
1.354000,754.069542
1.355000,753.264732
1.356000,753.263572
1.357000,752.862602
1.358000,752.460472
1.359000,751.655662
1.360000,750.852562
1.361000,750.049802
1.362000,750.048092
1.363000,750.049802
1.364000,748.842652
1.365000,748.842862
1.366000,748.039212
1.367000,748.440182
1.368000,747.234742
1.369000,747.234402
1.370000,747.635582
1.371000,747.233792
1.372000,747.233792
1.373000,746.430142
1.374000,745.627042
1.375000,746.430352
1.376000,745.625542
1.377000,745.224572
1.378000,744.822232
1.379000,744.017632
1.380000,744.016472
1.381000,742.812742
1.382000,742.410062
1.383000,742.009432
1.384000,740.402682
1.385000,739.999052
1.386000,738.793612
1.387000,738.793612
1.388000,738.391142
1.389000,737.990512
1.390000,737.187202
1.391000,737.185702
1.392000,736.382052
1.393000,735.979922
1.394000,735.176272
1.395000,734.775642
1.396000,734.372962
1.397000,733.569862
